Stage1_Main_Npc_C6,엘리사,Elisa
Stage1_Main_Npc_C7,제임스,James
Stage1_Main_Npc_C8,올리버,Oliver
,,
Stage1_Suspect_M_Name_12,알렉산더,Alexander
Stage1_Suspect_M_Name_13,루크,Luke
Stage1_Suspect_M_Name_14,카터,Carter
Stage1_Suspect_M_Name_15,코너,Corner
Stage1_Suspect_M_Name_16,헨리,Henry
Stage1_Suspect_M_Name_17,메튜,Matthew
Stage1_Suspect_M_Name_18,헌터,Hunter
Stage1_Suspect_M_Name_19,엘리사,Eli
Stage1_Suspect_M_Name_20,앤드류,Andrew
Stage1_Suspect_M_Name_21,안토니,Antony
Stage1_Suspect_M_Name_22,아놀드,Arnold
Stage1_Suspect_M_Name_23,아서,Arthur
Stage1_Suspect_M_Name_24,베네딕트,Benedict
Stage1_Suspect_M_Name_25,찰스,Charles
Stage1_Suspect_M_Name_26,클라우드,Cloud
Stage1_Suspect_M_Name_27,콘라드,Conrad 
Stage1_Suspect_M_Name_28,도널드,Donald
Stage1_Suspect_M_Name_29,에드가,Edgar
Stage1_Suspect_M_Name_30,에드문드,Edmund
Stage1_Suspect_M_Name_31,애드워드,Adword
Stage1_Suspect_M_Name_32,조프리,Joffrey
Stage1_Suspect_M_Name_33,길버트,Gilbert
Stage1_Suspect_M_Name_34,그레고리,Gregory
Stage1_Suspect_M_Name_35,헤랄드,Herald
Stage1_Suspect_M_Name_36,휴,Hue
Stage1_Suspect_M_Name_37,험프리,Humphrey
Stage1_Suspect_M_Name_38,캐니스,Cannice
Stage1_Suspect_M_Name_39,루이스,Lewis
Stage1_Suspect_M_Name_40,니콜라스,Nicolas
Stage1_Suspect_M_Name_41,디안드레,DeAndre
Stage1_Suspect_M_Name_42,마르퀴스,Marquis
Stage1_Suspect_M_Name_43,도미니크,Dominique
Stage1_Suspect_M_Name_44,레지날드,Reginald
Stage1_Suspect_M_Name_45,데이비드,David
Stage1_Suspect_M_Name_46,마테오,Mateo
Stage1_Suspect_M_Name_47,로버트,Robert
Stage1_Suspect_M_Name_48,테일러,Taylor
,,
Stage1_Victim_M_Name0,피터,
Stage1_Victim_M_Name1,테리,
Stage1_Victim_M_Name2,앤디,
Stage1_Victim_M_Name3,홈즈,
Stage1_Victim_M_Name4,알폰스,
,,
Stage1_Victim_F_Name0,마틸다,
Stage1_Victim_F_Name1,애니,
Stage1_Victim_F_Name2,제이,
Stage1_Victim_F_Name3,메리,
Stage1_Victim_F_Name4,엠마,
Dialog_End_0_0,조사에 응해주셔서 감사합니다.,
,,
Dialog_End_1_0,죄송하지만 제가 바쁜 일이 생겨서요…,
Dialog_End_1_1,그러시군요. 다음에 뵙도록 하겠습니다.,
,,
Dialog_End_2_0,그렇군요. 감사합니다.,
,,
Dialog_Nothing_0,이게 뭐죠? 저는 잘 모르겠습니다만,
,,
Stage1_Evidence_0_Lust_0_Name,스코폴라민 검출 보고서,
Stage1_Evidence_0_Lust_0_Content,첫 번 째 피해자의 혈액에서 마취용으로 쓰이는 의약품 스코폴라민이 검출되었다.,
Stage1_Evidence_0_Lust_1_Name,동물의 털,
Stage1_Evidence_0_Lust_1_Content,두 번 쨰 피해자의 옷에서 발견된 동물의 털. 고양이의 털로 밝혀졌다. 회색으로 털 길이가 길다.,
Stage1_Evidence_0_Lust_2_Name,신종 마약물질 검출 보고서,
Stage1_Evidence_0_Lust_2_Content,세 번 째 피해자의 혈액에서 발견된 신종 화학 물질. 기존의 마약에서는 찾아볼 수 없는 새로운 물질이 추가되었다.,
,,
Stage1_Evidence_1_Religion_0_Name,피묻은 스타킹,
Stage1_Evidence_1_Religion_0_Content,첫 번 째 피해자의 주변에서 발견된 피묻은 스타킹. 피해자의 것은 아닌 것으로 밝혀졌다.,
Stage1_Evidence_1_Religion_1_Name,피해자의 직원증,
Stage1_Evidence_1_Religion_1_Content,두 번 째 피해자의 가방에서 발견된 직원증. 가게 이름은 {0},
Stage1_Evidence_1_Religion_2_Name,피해자의 사진,
Stage1_Evidence_1_Religion_2_Content,세 번 째 피해자의 다리에 G 라는 글자가 칼로 세겨져있다.,
Stage1_Evidence_1_Religion_Add0_Name,그레이스의 사진,
Stage1_Evidence_1_Religion_Add0_Content,그레이스의 집에서 발견된 사진. 그레이스의 집에서 누군가 찍어준 사진으로 다리가 집중적으로 찍혀있다. 날짜는 1년 전이다.,
,,
Stage1_Evidence_2_Family_0_Name,피묻은 병조각,
Stage1_Evidence_2_Family_0_Content,첫 번 째 피해자의 주변에서 발된 된 병조각. 흉기로 쓰인 술병의 조각인 듯 하다.,
Stage1_Evidence_2_Family_1_Name,찢어진 옷조각,
Stage1_Evidence_2_Family_1_Content,두 번 째 피해자의 주변에서 발견 된 옷조각. 낡아서 너덜너덜하고 빨지 않아서인지 역한 냄새가 난다.,
Stage1_Evidence_2_Family_2_Name,고급 손수건,
Stage1_Evidence_2_Family_2_Content,세 번 째 피해자의 주변에서 발견 된 손수건. 고급 브랜드 이니셜이 새겨져있으며 손수건에서 알콜향이 남아있다.,
,,
Stage1_Evidence_3_Race_0_Name,피임기구,
Stage1_Evidence_3_Race_0_Content,첫 번 째 피해자의 자캣 주머니에서 발견 된 피임기구. 남성용으로 성병과 임신을 예방할 수 있다.,
Stage1_Evidence_3_Race_1_Name,간이 영수증,
Stage1_Evidence_3_Race_1_Content,두 번 째 피해자의 지갑에서 발견 된 간이 영수증. 가게 이름은 나와있지 않지만 칵테일 종류 몇가지가 금액과 함께 적혀있다.,
Stage1_Evidence_3_Race_2_Name,성냥갑,
Stage1_Evidence_3_Race_2_Content,세 번 째 피해자의 가방에서 발견된 성냥갑. 가게 이름은 {0}. 가게 홍보차 만든 성냥갑인듯 하다.,
,,
Stage1_Evidence_4_Wealth_0_Name,낡은 빈지갑,
Stage1_Evidence_4_Wealth_0_Content,첫 번 쟤 피해자의 주변에서 발견 된 낡은 빈지갑. 고급스러운 옷차림에 대조되는 오래되고 낡은 싸구려 빈지갑이다.,
Stage1_Evidence_4_Wealth_1_Name,편의점 영수증,
Stage1_Evidence_4_Wealth_1_Content,두 번 째 피해자의 지갑에서 발견 된 편의점 영수증. 가게 이름은 {0},
Stage1_Evidence_4_Wealth_2_Name,약봉지,
Stage1_Evidence_4_Wealth_2_Content,세 번 째 피해자의 가방에서 발견 된 약봉지. 신종 마약인 해피 베스이다.,
,,
Dialog_1_Police_0_0,{0}님 안녕하세요.,
Dialog_1_Police_0_1,{0} 에서 순찰을 하던 경관으로부터의 보고가 있었습니다.,
Dialog_1_Police_0_2,어떤 {0}이 경관이 다가가자 놀라서 달아났다고 합니다. 자세히 보지는 못했지만 {1}에 키가 {2}정도 였다고 합니다.,
,,
Dialog_1_Police_1_0,{0}님 안녕하세요.,
Dialog_1_Police_1_1,{0}에서 순찰했지만 별 다른 이상한 점은 없었다고 합니다.,
,,
Stage1_Dialog_0_Lust_End_0_0,도움을 주셔서 감사합니다,
Stage1_Dialog_0_Lust_End_1_0,죄송하지만 제가 바쁜 일이 생겨서요…,
Stage1_Dialog_0_Lust_Nothing_0,이게 뭐죠? 저는 잘 모르겠습니다만,
,,
Stage1_Dialog_0_Lust_Teacher_0_0_0,안녕하세요. 탐정 분이시죠? 여긴 어쩐 일로…,
Stage1_Dialog_0_Lust_Teacher_0_0_1,좀 알아보고 싶은게 있어서요. 잠시 시간 괜찮으실까요?,
Stage1_Dialog_0_Lust_Teacher_0_0_2,네 괜찮습니다. 어떤게 궁금하신건가요?,
,,
Stage1_Dialog_0_Lust_Teacher_0_1_0,안녕하세요. 이번엔 어떤 학생이 궁금하신거죠?,
,,
Stage1_Dialog_0_Lust_Teacher_0_00_0,그 학생이라면 아주 잘 기억하고 있답니다. 똑똑한 학생이었어요. 문제는 없었고요. 잠깐만요…한 때 나쁜 아이들과 어울린 적도 있었는데 그건 아주 잠시였어요,
Stage1_Dialog_0_Lust_Teacher_0_00_1,나쁜 친구들과 어울렸다뇨?,
Stage1_Dialog_0_Lust_Teacher_0_00_2,잘 모르겠어요. 같이 등하교하는 것을 봤었고 대화도 종종 했던거 같아요. 하지만 나쁜 행동은 안 했던 것으로 기억해요.,
,,
Stage1_Dialog_0_Lust_Teacher_0_01_0,그 학생이라면 아주 잘 기억하고 있답니다. 대단한 로맨티스트였거든요.,
Stage1_Dialog_0_Lust_Teacher_0_01_1,로맨티스트라뇨?,
Stage1_Dialog_0_Lust_Teacher_0_01_2,1년 전에 어떤 여학생하고 만나고 있었는데 부러울 정도로 잘 해준 것이 기억나네요. 여학생이 실종 후 어찌나 슬퍼하던지,
,,
Stage1_Dialog_0_Lust_Teacher_0_02_0,기억에 남는 학생이에요. 고등학교 1학년 떄까지만해도 사고 치는 말썽꾸러기였는데 갑자기 고등학교 2학년이 되자마자 모범생으로 변했거든요,
Stage1_Dialog_0_Lust_Teacher_0_02_1,무슨 일이 있었나요?,
Stage1_Dialog_0_Lust_Teacher_0_02_2,아마 그 해 아버지가 강도 사건으로 죽은 게 큰 영향을 미쳤던 것 같아요. 공부와 아르바이트를 병행하면서 여동생 그레이스까지 끔찍하게 챙겼거든요.  사람이 완전 달라졌다고 할까? 그렇게 사람이 달라진 건 처음이었어요.,
Stage1_Dialog_0_Lust_Teacher_0_02_3,그는 자신에게 여동생이 없다고 했는데요?,
Stage1_Dialog_0_Lust_Teacher_0_02_4,그럴리가요. 자신은 밥을 굶으면서도 그레이스에게는 부족한 것 없이 용돈까지 풍족하게 챙겨주던 상냥한 오빠였습니다. 들리는 소문에 의하면 1년 전에 실종 됐다고 하더군요.,
Stage1_Dialog_0_Lust_Teacher_0_02_5,알려주셔서 감사합니다. 그에게 어떻게 된 일인지 이야기해봐야겠군요.,
,,
Stage1_Dialog_0_Lust_Teacher_0_03_0,그 학생이라면 아주 잘 기억하고 있답니다. 저희 학교 운동 선수였거든요. ,
Stage1_Dialog_0_Lust_Teacher_0_03_1,운동을 했었나요?,
Stage1_Dialog_0_Lust_Teacher_0_03_2,네. 종목은 야구였던가 축구였던가. 잘 기억은 안 나는데 대회 나가서 금메달도 따고 그랬답니다.,
,,
Stage1_Dialog_0_Lust_Teacher_0_04_0,그 학생은 잘 모르겠네요.,
Stage1_Dialog_0_Lust_Teacher_0_04_1,다시 한 번 자세히 봐주시겠어요?,
Stage1_Dialog_0_Lust_Teacher_0_04_2,음…그래도 잘 모르겠네요. 제가 이 학교에 있던지 꽤 오랜 시간이 지났는데 처음 보는 얼굴이네요. 죄송해요,
,,
Stage1_Selection_0_Lust_Teacher_0_00,{0}의 학창시절은 어떠했나요?,
Stage1_Selection_0_Lust_Teacher_0_01,{0}의 학창시절은 어떠했나요?,
Stage1_Selection_0_Lust_Teacher_0_02,{0}의 학창시절은 어떠했나요?,
Stage1_Selection_0_Lust_Teacher_0_03,{0}의 학창시절은 어떠했나요?,
Stage1_Selection_0_Lust_Teacher_0_04,{0}의 학창시절은 어떠했나요?,
,,
Stage1_Summary_0_Lust_Teacher_0_00_User,{0}의 학창시절은 어떠했나요?,
Stage1_Summary_0_Lust_Teacher_0_00_Target,나쁜 학생들과 잠깐 어울렸을 뿐 나쁜 행동은 하지 않았습니다.,
,,
Stage1_Summary_0_Lust_Teacher_0_01_User,{0}의 학창시절은 어떠했나요?,
Stage1_Summary_0_Lust_Teacher_0_01_Target,로맨티스트입니다. 1년 전에 어떤 여학생하고 만나고 있었는데 부러울 정도로 잘 해준 것이 기억나네요. 여학생이 실종 후 어찌나 슬퍼하던지,
,,
Stage1_Summary_0_Lust_Teacher_0_02_User,{0}의 학창시절은 어떠했나요?,
Stage1_Summary_0_Lust_Teacher_0_02_Target,말썽쟁이였습니다. 여동생에게 치근덕대는 남자마다 주먹다짐을 했거든요,
,,
Stage1_Summary_0_Lust_Teacher_0_03_User,{0}의 학창시절은 어떠했나요?,
Stage1_Summary_0_Lust_Teacher_0_03_Target,야구인가 축구인가 기억은 잘 안 나지만 운동 선수였습니다. 대회 나가서 금메달도 따오고 그랬습니다.,
,,
Stage1_Summary_0_Lust_Teacher_0_04_User,{0}의 학창시절은 어떠했나요?,
Stage1_Summary_0_Lust_Teacher_0_04_Target,처음 보는 학생이네요.,
,,
Stage1_Dialog_0_Lust_Teacher_1_0_0,안녕하세요. 탐정 분이시죠? 여긴 어쩐 일로…,
Stage1_Dialog_0_Lust_Teacher_1_0_1,좀 알아보고 싶은게 있어서요. 잠시 시간 괜찮으실까요?,
Stage1_Dialog_0_Lust_Teacher_1_0_2,네 괜찮습니다. 어떤게 궁금하신건가요?,
,,
Stage1_Dialog_0_Lust_Teacher_1_1_0,어떤게 궁금하신가요?,
,,
Stage1_Dialog_0_Lust_Teacher_1_00_0,똑똑한 학생이었습니다. 복수 전공을 들었거든요,
Stage1_Dialog_0_Lust_Teacher_1_00_1,복수전공이라면 어떤거죠?,
Stage1_Dialog_0_Lust_Teacher_1_00_2,화학을 들었어요,
,,
Stage1_Dialog_0_Lust_Teacher_1_01_0,글쎄요. 특별히 눈에 띄는 학생은 아니었습니다만...아! 그 당시에 CC였었는데 그 여학생과의 사이가 굉장히 좋았던 걸로 기억합니다. 이름이 그레이스였던가?,
Stage1_Dialog_0_Lust_Teacher_1_01_1,혹시 그 여학생을 제가 만날 수 있을까요?,
Stage1_Dialog_0_Lust_Teacher_1_01_2, ...불가능합니다. 그레이스는 1년전에 실종되었거든요. 하지만 그레이스가 실종 됐을 때 사물함에서 발견된 사진은 보관하고 있습니다.,
Stage1_Dialog_0_Lust_Teacher_1_01_3,그 사진을들 제게 주실 수 있습니까?,
Stage1_Dialog_0_Lust_Teacher_1_01_4,여기있습니다.,
,,
Stage1_Dialog_0_Lust_Teacher_1_02_0,그 학생이라면 아주 잘 기억하고 있답니다. 대단한 말썽쟁이였거든요,
Stage1_Dialog_0_Lust_Teacher_1_02_1,말썽쟁이라뇨?,
Stage1_Dialog_0_Lust_Teacher_1_02_2,여동생이 한 명 있었는데 여동생에게 치근덕대는 남자마다 주먹다짐을 했었거든요,
,,
Stage1_Selection_0_Lust_Teacher_1_00,{0}의 대학 생활은 어떠했나요?,
Stage1_Selection_0_Lust_Teacher_1_01,{0}의 대학 생활은 어떠했나요?,
Stage1_Selection_0_Lust_Teacher_1_02,{0}의 대학 생활은 어떠했나요?,
,,
Stage1_Summary_0_Lust_Teacher_1_00_User,{0}의 학창시절은 어떠했나요?,
Stage1_Summary_0_Lust_Teacher_1_00_Target,나쁜 학생들과 잠깐 어울렸을 뿐 나쁜 행동은 하지 않았습니다.,
,,
Stage1_Summary_0_Lust_Teacher_1_01_User,{0}의 학창시절은 어떠했나요?,
Stage1_Summary_0_Lust_Teacher_1_01_Target,로맨티스트입니다. 1년 전에 어떤 여학생하고 만나고 있었는데 부러울 정도로 잘 해준 것이 기억나네요. 여학생이 실종 후 어찌나 슬퍼하던지,
,,
Stage1_Summary_0_Lust_Teacher_1_02_User,{0}의 학창시절은 어떠했나요?,
Stage1_Summary_0_Lust_Teacher_1_02_Target,말썽쟁이였습니다. 여동생에게 치근덕대는 남자마다 주먹다짐을 했거든요,
,,
Stage1_Dialog_0_Lust_Colleague_0_0_0,안녕하세요. {0}입니다.,
Stage1_Dialog_0_Lust_Colleague_0_0_1,아 TV에서 봤습니다. 여긴 무슨 일이시죠?,
Stage1_Dialog_0_Lust_Colleague_0_0_2,{0}가 여기서 일한다고 하던데 맞습니까?,
Stage1_Dialog_0_Lust_Colleague_0_0_3,맞습니다.,
Stage1_Dialog_0_Lust_Colleague_0_0_4,그에 대해 간단하게 말씀해주실 수 있습니까?,
Stage1_Dialog_0_Lust_Colleague_0_0_5,그는 굉장히 꼼꼼하고 치밀한 성격을 가지고 있습니다. 실수하는 걸 본적이 없죠.,
Stage1_Dialog_0_Lust_Colleague_0_0_6,그렇군요. 감사합니다.,
,,
Stage1_Summary_0_Lust_Colleague_0_0_User,어떤 사람인지 알려주세요,
Stage1_Summary_0_Lust_Colleague_0_0_Target,꼼꼼하고 치밀한 성격입니다. 실수하는 것을 본 적이 없죠,
,,
Stage1_Dialog_0_Lust_Colleague_0_0A1_0,스코폴라민에 대해서 알려주실 수 있습니까?,
Stage1_Dialog_0_Lust_Colleague_0_0A1_1,예. 마취주사에 쓰이는 약품입니다.,
Stage1_Dialog_0_Lust_Colleague_0_0A1_2,혹시 병원에 스코폴라민이 있나요?,
Stage1_Dialog_0_Lust_Colleague_0_0A1_3,그럼요.,
Stage1_Dialog_0_Lust_Colleague_0_0A1_4,약품에는 아무나 접근할 수 있나요?,
Stage1_Dialog_0_Lust_Colleague_0_0A1_5,아니요. 약물 담당인 {0} 만 접근할 수 있습니다.,
,,
Stage1_Summary_0_Lust_Colleague_0_0A1_User,스코폴라민에 대해 아시는게 있으십니까?,
Stage1_Summary_0_Lust_Colleague_0_0A1_Target,마취용으로 쓰이는 약물로 {0} 씨가 관리 담당입니다.,
,,
Stage1_Dialog_0_Lust_Colleague_0_0B1_0,음...이 털은...?!,
Stage1_Dialog_0_Lust_Colleague_0_0B1_1,왜 그러시죠? 혹시 뭔가 아시는게 있으십니까?,
Stage1_Dialog_0_Lust_Colleague_0_0B1_2,뭔가 익숙한 것이라...제 기억이 맞다면 저희 병원에서 {0}이 담당하는 고양이와 같은 종의 털인 것 같습니다.,
Stage1_Dialog_0_Lust_Colleague_0_0B1_3,...그렇군요. 알겠습니다.,
,,
Stage1_Summary_0_Lust_Colleague_0_0B1_User,피해자에게 나온 털입니다. 아시는게 있으신가요?,
Stage1_Summary_0_Lust_Colleague_0_0B1_Target,이 털은 {0}가 담당하는 종의 털입니다.,
,,
Stage1_Dialog_0_Lust_Colleague_0_0C1_0,신종 마약 물질에 대해서 알려주실 수 있습니까?,
Stage1_Dialog_0_Lust_Colleague_0_0C1_1,신종 마약에 대해서 잘 아는 바는 없지만 비슷한 성분을 갖고 있는 약물은 있습니다. 그 약물은 마취에 사용이 됩니다.,
Stage1_Dialog_0_Lust_Colleague_0_0C1_2,혹시 병원에 그 약물이 있나요?,
Stage1_Dialog_0_Lust_Colleague_0_0C1_3,그럼요.,
Stage1_Dialog_0_Lust_Colleague_0_0C1_4,약물에는 아무나 접근할 수 있나요?,
Stage1_Dialog_0_Lust_Colleague_0_0C1_5,아니요. 약물 담당인 {0}만 접근할 수 있습니다.,
,,
Stage1_Summary_0_Lust_Colleague_0_0C1_User,신종 마약 물질에 대해서 알려주실 수 있습니까?,
Stage1_Summary_0_Lust_Colleague_0_0C1_Target,신종 마약과 비슷한 성분을 갖고 있는 약물은 마취에 사용이 되며 약물 담당은 {0}입니다.,
,,
Stage1_Dialog_0_Lust_Colleague_1_0_0,안녕하십니까,
Stage1_Dialog_0_Lust_Colleague_1_0_1,어서오십시오. 최고의 해산물 레스토랑 오션 시푸드입니다.,
Stage1_Dialog_0_Lust_Colleague_1_0_2,혹시 {0}에 대해서 알고 계신가요?,
Stage1_Dialog_0_Lust_Colleague_1_0_3,물론입니다. 일한지 6개월이 조금 넘은 신입이죠.,
Stage1_Dialog_0_Lust_Colleague_1_0_4,그는 직장에서 어떤 사람인가요?,
Stage1_Dialog_0_Lust_Colleague_1_0_5,가끔 넋이 빠져 있는 날이 있는 걸 제외하곤 괜찮은 것 같아요.,
,,
Stage1_Summary_0_Lust_Colleague_0_0_User,{0}는 어떤 사람입니까?,
Stage1_Summary_0_Lust_Colleague_0_0_Target,일한지 6개월 조금 넘은 신입입니다. 가끔 넋이 빠져 있는 날만 빼면 괜찮은 사람이죠,
,,
Stage1_Dialog_0_Lust_Colleague_1_0B0_0,0ㅠ0. 좋은 사람에게 어찌 이리 나쁜 일이 일어나는지…,
Stage1_Dialog_0_Lust_Colleague_1_0B0_1,혹시 피해자에게 이상한 일은 없었습니까?,
Stage1_Dialog_0_Lust_Colleague_1_0B0_2,글썌요... 아! 전에 한 번 그런 일이 있었어요. {0} 말이예요. 얼마 전에는 카메라를 새로 샀다더니 글쎄 몰래 사진을 찍고 있는게 아니겠어요? 좀 소름끼쳤다니까요.,
Stage1_Dialog_0_Lust_Colleague_1_0B0_3,{0}씨가 피해자를 몰래 촬영했다는 말씀이십니까?,
Stage1_Dialog_0_Lust_Colleague_1_0B0_4,그래요! 무슨 파렴치한 짓인지...그 사람 좋은 친구도 그 날은 화를 냈을 정도였지요.,
,,
Stage1_Summary_0_Lust_Colleague_0_0B0_User,피해자에게 이상한 일은 없었습니까?,
Stage1_Summary_0_Lust_Colleague_0_0B0_Target,{0} 씨가 카메라를 샀다더니 피해자를 몰래 사진을 찍었어요.,
,,
Stage1_Dialog_0_Lust_Colleague_2_0_0,안녕하십니까,
Stage1_Dialog_0_Lust_Colleague_2_0_1,어서오십시오. 맛집으로 유명한 오이스터 아일랜드입니다.,
Stage1_Dialog_0_Lust_Colleague_2_0_2,혹시 {0}에 대해서 알고 계신가요?,
Stage1_Dialog_0_Lust_Colleague_2_0_3,물론입니다. 일한지 6개월이 조금 넘은 신입이죠.,
Stage1_Dialog_0_Lust_Colleague_2_0_4,그는 직장에서 어떤 사람인가요?,
Stage1_Dialog_0_Lust_Colleague_2_0_5,가끔 넋이 빠져 있는 날이 있는 걸 제외하곤 괜찮은 것 같아요.,
,,
Stage1_Summary_0_Lust_Colleague_2_0_User,{0}는 어떤 사람입니까?,
Stage1_Summary_0_Lust_Colleague_2_0_Target,일한지 6개월 조금 넘은 신입입니다. 가끔 넋이 빠져 있는 날만 빼면 괜찮은 사람이죠,
,,
Stage1_Dialog_0_Lust_Colleague_3_0_0,안녕하십니까,
Stage1_Dialog_0_Lust_Colleague_3_0_1,어서오십시오. 키친 나폴리입니다.,
Stage1_Dialog_0_Lust_Colleague_3_0_2,혹시 {0}에 대해서 알고 계신가요?,
Stage1_Dialog_0_Lust_Colleague_3_0_3,물론입니다. 일한지 6개월이 조금 넘은 신입이죠.,
Stage1_Dialog_0_Lust_Colleague_3_0_4,그는 직장에서 어떤 사람인가요?,
Stage1_Dialog_0_Lust_Colleague_3_0_5,가끔 넋이 빠져 있는 날이 있는 걸 제외하곤 괜찮은 것 같아요.,
,,
Stage1_Summary_0_Lust_Colleague_3_0_User,{0}는 어떤 사람입니까?,
Stage1_Summary_0_Lust_Colleague_3_0_Target,일한지 6개월 조금 넘은 신입입니다. 가끔 넋이 빠져 있는 날만 빼면 괜찮은 사람이죠,
,,
Stage1_Dialog_0_Lust_Colleague_4_0_0,어서오시지요. 이야기는 많이 들었습니다.,
Stage1_Dialog_0_Lust_Colleague_4_0_1,이렇게 시간을 내주셔서 감사합니다. 그럼 {0}에 대해 말씀해주시겠습니까?,
Stage1_Dialog_0_Lust_Colleague_4_0_2,입사한지 10개월 정도 된 신입사원입니다. 어찌나 깔끔한지 늘 30분 일찍 출근해서 책상을 꺠끗이 닦고는 하죠.,
Stage1_Dialog_0_Lust_Colleague_4_0_3,그정도는 결벽증인 것 같은데요?,
Stage1_Dialog_0_Lust_Colleague_4_0_4,맞습니다. 일 능력도 탁월한 편이죠. 다만 가끔 다크써클이 늘어져서 올 때가 있지만 그렇다고 아프다고 쉬거나 농떙이를 피운 적은 본적이 없습니다.,
Stage1_Dialog_0_Lust_Colleague_4_0_5,협조해주셔서 감사합니다.,
,,
Stage1_Summary_0_Lust_Colleague_4_0_User,{0}는 어떤 사람입니까?,
Stage1_Summary_0_Lust_Colleague_4_0_Target,입사한지 10개월 정도 된 신입사원입니다. 결벽증이 조금 있어 30분 정도 일찍 출근해서 책상을 청소하고 일과를 시작하죠. 업무 능력도 탁월하고 게으름 피우는 적도 없습니다.,
,,
Stage1_Dialog_0_Lust_Colleague_5_0_0,어서오세요. 샤이닝 리퀴드입니다.,
Stage1_Dialog_0_Lust_Colleague_5_0_1,안녕하신가요. {0}입니다. ,
